Taster Name,Title,Avg. Points,Avg. Price,Points
Anna Lee C. Iijima,One Woman 2012 Estate Reserve Merlot (North Fork of Long Island),90,52,90
Anna Lee C. Iijima,One Woman 2011 Tribute White (North Fork of Long Island),85,26,85
Anna Lee C. Iijima,One Woman 2010 Gewürztraminer (North Fork of Long Island),84,20,84
Anna Lee C. Iijima,One Woman 2010 Estate Reserve Merlot (North Fork of Long Island),90,48,90
Anna Lee C. Iijima,One Woman 2010 Estate Reserve Chardonnay (North Fork of Long Island),85,38,85
Anna Lee C. Iijima,One Woman 2010 Chardonnay (North Fork of Long Island),86,20,86
Anna Lee C. Iijima,One Woman 2008 Estate Reserve Merlot (North Fork of Long Island),87,48,87
Anna Lee C. Iijima,McCall 2016 Marjorie's Corchaug Estate Rosé (North Fork of Long Island),89,18,89
Anna Lee C. Iijima,McCall 2016 Cuvée Nicola North Ridge Vineyard Sauvignon Blanc (North Fork of Long Island),90,24,90
Anna Lee C. Iijima,McCall 2015 Unoaked North Ridge Vineyard Chardonnay (North Fork of Long Island),87,18,174
Anna Lee C. Iijima,McCall 2015 Marjorie's Rosé Corchaug Estate Merlot (North Fork of Long Island),89,18,89
Anna Lee C. Iijima,McCall 2014 Reserve North Ridge Vineyard Chardonnay (North Fork of Long Island),88,39,176
Anna Lee C. Iijima,McCall 2013 Unoaked Chardonnay (North Fork of Long Island),87,18,87
Anna Lee C. Iijima,McCall 2013 Reserve North Ridge Vineyard Cabernet Franc (North Fork of Long Island),92,48,92
Anna Lee C. Iijima,McCall 2013 Reserve Chardonnay (North Fork of Long Island),90,39,180
Anna Lee C. Iijima,McCall 2013 Corchaug Estate Pinot Noir (North Fork of Long Island),90,30,90
Anna Lee C. Iijima,McCall 2012 Reserve Cabernet Franc (North Fork of Long Island),93,45,93
Anna Lee C. Iijima,McCall 2012 Hillside Corchaug Estate Pinot Noir (North Fork of Long Island),91,45,91
Anna Lee C. Iijima,McCall 2010 Reserve Corchaug Estate Pinot Noir (North Fork of Long Island),92,75,92
Anna Lee C. Iijima,McCall 2010 Ben's Blend Corchaug Estate Red (North Fork of Long Island),91,79,91
Anna Lee C. Iijima,McCall 2009 Reserve Corhaug Estate Merlot (North Fork of Long Island),91,24,91
Anna Lee C. Iijima,McCall 2007 Corchaug Estate Ben's Blend Red (North Fork of Long Island),89,48,178
Anna Lee C. Iijima,Mattebella 2014 Rosé (North Fork of Long Island),86,21,172
Anna Lee C. Iijima,Mattebella 2010 Famiglia Chardonnay (North Fork of Long Island),88,19,88
Anna Lee C. Iijima,Mattebella 2009 Famiglia Chardonnay (North Fork of Long Island),87,17,174
Anna Lee C. Iijima,Mattebella 2008 Old World Blend Red (North Fork of Long Island),86,35,86
Anna Lee C. Iijima,Mattebella 2007 Old World Blend Red (North Fork of Long Island),85,40,85
Susan Kostrzewa,Martha Clara NV Red Sweetie Glaciers End Red Table Wine Red (North Fork of Long Island),82,13,82
Anna Lee C. Iijima,Martha Clara NV Brut Sparkling (North Fork of Long Island),87,22,87
Anna Lee C. Iijima,Martha Clara 2015 Northern Solstice Dry Rosé (North Fork of Long Island),87,19,87
Anna Lee C. Iijima,Martha Clara 2015 Island Series Pinot Grigio (North Fork of Long Island),87,22,87
Anna Lee C. Iijima,Martha Clara 2014 Northville Red (North Fork of Long Island),90,27,90
Anna Lee C. Iijima,Martha Clara 2014 Merlot (North Fork of Long Island),88,24,88
Anna Lee C. Iijima,Martha Clara 2014 Malbec-Merlot (North Fork of Long Island),87,27,87
Anna Lee C. Iijima,Martha Clara 2014 Island Series Merlot (North Fork of Long Island),88,24,88
Anna Lee C. Iijima,Martha Clara 2014 Island Series Malbec-Merlot (North Fork of Long Island),86,27,172
Anna Lee C. Iijima,Martha Clara 2014 Estate Reserve Chardonnay (North Fork of Long Island),89,27,89
Anna Lee C. Iijima,Martha Clara 2014 Chardonnay (North Fork of Long Island),86,20,86
Anna Lee C. Iijima,Martha Clara 2014 Cabernet Franc (North Fork of Long Island),89,27,89
Anna Lee C. Iijima,Martha Clara 2013 Island Series Cabernet Franc (North Fork of Long Island),88,27,176
Anna Lee C. Iijima,Martha Clara 2012 Island Series Syrah (North Fork of Long Island),88,24,176
Anna Lee C. Iijima,Martha Clara 2012 Estate Reserve Riesling (North Fork of Long Island),86,26,86
Anna Lee C. Iijima,Martha Clara 2010 Syrah (North Fork of Long Island),87,24,87
Anna Lee C. Iijima,Martha Clara 2010 Estate Reserve Chardonnay (North Fork of Long Island),86,26,86
Anna Lee C. Iijima,Martha Clara 2009 Riesling (North Fork of Long Island),86,19,86
,Martha Clara 2007 Merlot (North Fork of Long Island),86,18,86
Anna Lee C. Iijima,Martha Clara 2007 6025 Red (North Fork of Long Island),88,45,88
Susan Kostrzewa,Martha Clara 2005 6025 Red (North Fork of Long Island),84,40,84
Joe Czerwinski,Martha Clara 1999 Viognier (North Fork of Long Island),81,15,81
Joe Czerwinski,Martha Clara 1999 Semillon-Chardonnay (North Fork of Long Island),84,15,84
Joe Czerwinski,Martha Clara 1999 Chardonnay (North Fork of Long Island),83,10,83
Susan Kostrzewa,Macari NV Sette 7 Cabernet Merlot (North Fork of Long Island),84,15,84
Anna Lee C. Iijima,Macari 2015 Rosé (North Fork of Long Island),90,18,90
Anna Lee C. Iijima,Macari 2015 Katherine's Field Sauvignon Blanc (North Fork of Long Island),89,24,89
Anna Lee C. Iijima,Macari 2015 Estate Bottled Chardonnay (North Fork of Long Island),88,22,88
Anna Lee C. Iijima,Macari 2014 Syrah (North Fork of Long Island),90,45,90
Anna Lee C. Iijima,Macari 2014 Reserve Cabernet Franc (North Fork of Long Island),92,35,92
Anna Lee C. Iijima,Macari 2014 Lifeforce Sauvignon Blanc (North Fork of Long Island),90,27,90
Anna Lee C. Iijima,Macari 2014 Katherine's Field Sauvignon Blanc (North Fork of Long Island),90,24,90
Anna Lee C. Iijima,Macari 2014 Early Wine Chardonnay (North Fork of Long Island),87,18,87
Anna Lee C. Iijima,Macari 2013 Reserve Chardonnay (North Fork of Long Island),90,27,90
Anna Lee C. Iijima,Macari 2013 Reserve Cabernet Franc (North Fork of Long Island),90,36,90
Anna Lee C. Iijima,Macari 2013 Horses Sparkling Cabernet Franc Rosé Sparkling (North Fork of Long Island),88,23,88
Anna Lee C. Iijima,Macari 2013 Early Wine Chardonnay (North Fork of Long Island),88,17,88
Anna Lee C. Iijima,Macari 2013 Dos Aguas White (North Fork of Long Island),87,27,87
Anna Lee C. Iijima,Macari 2013 Dos Aguas Red (North Fork of Long Island),90,30,90
Anna Lee C. Iijima,Macari 2013 Bergen Road Red (North Fork of Long Island),89,50,89
Anna Lee C. Iijima,Macari 2012 Katherine's Field Sauvignon Blanc (North Fork of Long Island),88,23,88
Anna Lee C. Iijima,Macari 2012 Estate Bottled Chardonnay (North Fork of Long Island),88,19,176
Anna Lee C. Iijima,Macari 2011 Block E Riesling (North Fork of Long Island),86,40,86
Anna Lee C. Iijima,Macari 2010 Dos Aguas Red (North Fork of Long Island),88,30,176
Anna Lee C. Iijima,Macari 2010 Cuvée Gabriella Brut Rosé Sparkling (North Fork of Long Island),89,35,178
Anna Lee C. Iijima,Macari 2010 Cabernet Franc (North Fork of Long Island),88,35,88
Anna Lee C. Iijima,Macari 2010 Block E White (North Fork of Long Island),85,40,85
Anna Lee C. Iijima,Macari 2009 Chardonnay (North Fork of Long Island),86,19,86
Susan Kostrzewa,Macari 2008 Early Wine Chardonnay (North Fork of Long Island),84,17,84
Anna Lee C. Iijima,Macari 2008 Cabernet Franc (North Fork of Long Island),88,35,88
Susan Kostrzewa,Macari 2007 Rosé (North Fork of Long Island),86,15,86
Anna Lee C. Iijima,Macari 2007 Reserve Merlot (North Fork of Long Island),89,36,89
Lauren Buzzeo,Macari 2007 Reserve Barrel Fermented Chardonnay (North Fork of Long Island),85,23,85
Susan Kostrzewa,Macari 2007 No 1 Sauvignon Blanc (North Fork of Long Island),86,27,86
Lauren Buzzeo,Macari 2007 Estate Bottled Chardonnay (North Fork of Long Island),86,19,86
Susan Kostrzewa,Macari 2005 Barrel Fermented Reserve Chardonnay (North Fork of Long Island),83,23,83
Susan Kostrzewa,Macari 2004 Bergen Road Red (North Fork of Long Island),82,43,82
Joe Czerwinski,Macari 1998 Estate Bottled Chardonnay (North Fork of Long Island),83,15,83
Joe Czerwinski,Macari 1997 Estate Bottled Cabernet Franc (North Fork of Long Island),80,19,80
Anna Lee C. Iijima,Long Island Merlot Alliance 2010 Merliance Merlot (Long Island),88,35,88
Anna Lee C. Iijima,Long Island Merlot Alliance 2008 Merliance Merlot (Long Island),86,35,86
Anna Lee C. Iijima,Long Island Merlot Alliance 2007 Merliance Merlot (Long Island),86,35,86
Anna Lee C. Iijima,Lieb 2016 Bridge Lane Rosé (North Fork of Long Island),88,18,88
Anna Lee C. Iijima,Lieb 2015 Reserve Sauvignon Blanc (North Fork of Long Island),89,26,89
Anna Lee C. Iijima,Lieb 2015 Reserve Pinot Blanc (North Fork of Long Island),86,20,86
Anna Lee C. Iijima,Lieb 2014 Reserve Pinot Blanc (North Fork of Long Island),87,22,87
Anna Lee C. Iijima,Lieb 2014 Reserve Petit Verdot (North Fork of Long Island),88,45,88
Anna Lee C. Iijima,Lieb 2014 Reserve Merlot (North Fork of Long Island),88,24,176
Anna Lee C. Iijima,Lieb 2014 Reserve Cabernet Franc (North Fork of Long Island),89,30,89
Anna Lee C. Iijima,Lieb 2013 Reserve Sparkling Sparkling (North Fork of Long Island),87,35,87
Anna Lee C. Iijima,Lieb 2013 Bridge Lane Chardonnay (North Fork of Long Island),88,15,88
Anna Lee C. Iijima,Lieb 2011 Reserve Pinot Blanc (North Fork of Long Island),88,30,176
Anna Lee C. Iijima,Lieb 2010 Cabernet Franc (North Fork of Long Island),87,40,87
Anna Lee C. Iijima,Lieb 2010 Blanc de Blancs Brut Pinot Blanc (North Fork of Long Island),87,35,174
Anna Lee C. Iijima,Lieb 2008 Reserve Chardonnay (North Fork of Long Island),87,24,87
Anna Lee C. Iijima,Lieb 2008 Merlot (North Fork of Long Island),86,22,86
Lauren Buzzeo,Lieb 2007 Bridge Lane Chardonnay (North Fork of Long Island),86,15,86
,Lieb 2004 Reserve Merlot (North Fork of Long Island),87,20,87
Joe Czerwinski,Lieb 1998 Pinot Blanc (North Fork of Long Island),84,15,84
Joe Czerwinski,Laurel Lake 1998 Reserve Chardonnay (North Fork of Long Island),80,18,80
Joe Czerwinski,Laurel Lake 1998 Reserve Cabernet Sauvignon (North Fork of Long Island),82,18,82
Anna Lee C. Iijima,Kontokosta 2016 Rosé (North Fork of Long Island),87,22,87
Anna Lee C. Iijima,Kontokosta 2015 Viognier (North Fork of Long Island),89,25,89
Anna Lee C. Iijima,Kontokosta 2015 Sauvignon Blanc (North Fork of Long Island),90,25,180
Anna Lee C. Iijima,Kontokosta 2015 Rosé (North Fork of Long Island),90,22,90
Anna Lee C. Iijima,Kontokosta 2014 Orient Chardonnay (North Fork of Long Island),88,22,176
Anna Lee C. Iijima,Kontokosta 2014 Cabernet Franc (North Fork of Long Island),90,29,90
Anna Lee C. Iijima,Kontokosta 2013 Cabernet Franc (North Fork of Long Island),89,40,89
Anna Lee C. Iijima,Kontokosta 2013 Anemometer White (North Fork of Long Island),88,35,176
Anna Lee C. Iijima,Kontokosta 2012 Anemometer Red (North Fork of Long Island),88,50,88
Anna Lee C. Iijima,Jamesport NV Cinq White (North Fork of Long Island),82,15,82
Anna Lee C. Iijima,Jamesport 2014 Sauvage Sauvignon Blanc (North Fork of Long Island),85,28,85
Anna Lee C. Iijima,Jamesport 2014 Estate Chardonnay (North Fork of Long Island),87,22,87
Anna Lee C. Iijima,Jamesport 2014 East End Syrah (North Fork of Long Island),88,20,88
Anna Lee C. Iijima,Jamesport 2013 Estate Riesling (North Fork of Long Island),86,25,86
Anna Lee C. Iijima,Jamesport 2013 Estate Merlot (North Fork of Long Island),89,17,89
Anna Lee C. Iijima,Jamesport 2013 Estate Cabernet Franc (North Fork of Long Island),87,30,87
Anna Lee C. Iijima,Jamesport 2013 East End Cabernet Franc (North Fork of Long Island),88,17,88
Anna Lee C. Iijima,Jamesport 2011 Chardonnay (North Fork of Long Island),87,18,87
Anna Lee C. Iijima,Jamesport 2010 Riesling (North Fork of Long Island),88,21,88
Anna Lee C. Iijima,Jamesport 2010 Late Harvest Riesling (North Fork of Long Island),85,35,85
Anna Lee C. Iijima,Jamesport 2007 Sidor Reserve Red (North Fork of Long Island),88,34,88
Anna Lee C. Iijima,Jamesport 2007 Sarah's Hill Pinot Noir (North Fork of Long Island),86,40,86
Anna Lee C. Iijima,Jamesport 2007 Mélange de Trois Red (North Fork of Long Island),88,24,88
Anna Lee C. Iijima,Jamesport 2007 Jubilant Reserve Red (North Fork of Long Island),88,45,88
Anna Lee C. Iijima,Jamesport 2007 Cabernet Franc (North Fork of Long Island),87,24,87
Anna Lee C. Iijima,Jamesport 2005 Bloc E Merlot (North Fork of Long Island),87,25,87
Anna Lee C. Iijima,Jamesport 2001 Cabernet Franc (North Fork of Long Island),88,25,88
Anna Lee C. Iijima,Hound's Tree 2015 Merlot (North Fork of Long Island),89,28,89
Anna Lee C. Iijima,Hound's Tree 2015 Estate Rosé (North Fork of Long Island),89,22,178
Anna Lee C. Iijima,Hound's Tree 2015 Chardonnay (North Fork of Long Island),89,24,89
Anna Lee C. Iijima,Hound's Tree 2015 Cabernet Sauvignon (North Fork of Long Island),90,28,180
Anna Lee C. Iijima,Hound's Tree 2015 Cabernet Franc (North Fork of Long Island),89,28,89
Joe Czerwinski,Hargrave NV Fleurette Rosé (North Fork of Long Island),83,10,83
Joe Czerwinski,Hargrave NV Chardonette/White Blend Chardonnay (North Fork of Long Island),83,7,83
Joe Czerwinski,Hargrave 1998 Pinot Noir (North Fork of Long Island),84,35,84
Joe Czerwinski,Hargrave 1998 Merlot (North Fork of Long Island),82,18,82
Joe Czerwinski,Hargrave 1998 Chardonnay (North Fork of Long Island),82,14,82
Anna Lee C. Iijima,Harbes Family Vineyard NV Blanc de Blancs Brut Méthode Champenoise Sparkling (North Fork of Long Island),89,30,89
Anna Lee C. Iijima,Harbes Family Vineyard 2015 Semi-Dry Rosé (North Fork of Long Island),85,18,85
Anna Lee C. Iijima,Harbes Family Vineyard 2015 Dry Rosé (North Fork of Long Island),85,22,85
Anna Lee C. Iijima,Harbes Family Vineyard 2014 Syrah (North Fork of Long Island),89,32,89
Anna Lee C. Iijima,Harbes Family Vineyard 2014 Steel Fermented Chardonnay (North Fork of Long Island),86,21,86
Anna Lee C. Iijima,Harbes Family Vineyard 2014 Semi-Dry Rosé Merlot (North Fork of Long Island),89,18,89
Anna Lee C. Iijima,Harbes Family Vineyard 2014 Proprietor's Reserve Red (North Fork of Long Island),90,43,90
Anna Lee C. Iijima,Harbes Family Vineyard 2014 Proprietor's Reserve Barrel Fermented Merlot (North Fork of Long Island),90,42,90
Anna Lee C. Iijima,Harbes Family Vineyard 2014 Merlot (North Fork of Long Island),90,28,180
Anna Lee C. Iijima,Harbes Family Vineyard 2014 Malbec (North Fork of Long Island),90,35,180
Anna Lee C. Iijima,Harbes Family Vineyard 2014 Dry Rosé Merlot (North Fork of Long Island),87,22,87
Anna Lee C. Iijima,Harbes Family Vineyard 2014 Cabernet Franc (North Fork of Long Island),91,29,91
Anna Lee C. Iijima,Harbes Family Vineyard 2014 Barrel Fermented Chardonnay (North Fork of Long Island),86,25,86
Anna Lee C. Iijima,Harbes Family Vineyard 2013 Proprietor Reserve Red (North Fork of Long Island),92,43,92
Anna Lee C. Iijima,Harbes Family Vineyard 2013 Proprietor Reserve Ice Wine Chardonnay (North Fork of Long Island),89,35,89
Anna Lee C. Iijima,Harbes Family Vineyard 2013 Proprietor Reserve Hallock Lane Merlot (North Fork of Long Island),90,55,90
Anna Lee C. Iijima,Harbes Family Vineyard 2012 Barrel Fermented Chardonnay (North Fork of Long Island),87,25,174
Anna Lee C. Iijima,Harbes Family Vineyard 2007 Old Barn Merlot (North Fork of Long Island),85,20,85
Lauren Buzzeo,Harbes Family Vineyard 2005 Reserve Chardonnay (North Fork of Long Island),86,18,86
,Gristina 2000 Apaucuck Chardonnay (Long Island),87,10,87
Joe Czerwinski,Gristina 1998 Cabernet Sauvignon (North Fork of Long Island),84,20,84
Anna Lee C. Iijima,Gramercy Vineyards 2008 Reserve Merlot (North Fork of Long Island),88,49,88
Anna Lee C. Iijima,Fjord 2014 Sauvignon Blanc (North Fork of Long Island),86,20,86
Anna Lee C. Iijima,"Duck Walk 2010 Rosé (The Hamptons, Long Island)",83,15,83
Anna Lee C. Iijima,Diliberto 2015 Chardonnay (North Fork of Long Island),85,22,85
Anna Lee C. Iijima,Diliberto 2014 Cantina Merlot-Cabernet Franc (North Fork of Long Island),87,22,87
Anna Lee C. Iijima,Diliberto 2013 Tre Red (North Fork of Long Island),87,26,87
Anna Lee C. Iijima,Diliberto 2013 Merlot (North Fork of Long Island),87,19,87
Anna Lee C. Iijima,Croteaux 2015 Jolie Rosé Cabernet Franc (North Fork of Long Island),89,25,178
Anna Lee C. Iijima,Croteaux 2015 Cuvée Sparkle Merlot (North Fork of Long Island),87,30,87
Anna Lee C. Iijima,Croteaux 2015 3 Rosé Merlot (North Fork of Long Island),89,20,89
,Croteaux 2007 314 Rosé Clone Select Merlot (North Fork of Long Island),81,18,81
Joe Czerwinski,Corey Creek 1998 Rosé (North Fork of Long Island),83,11,83
Anna Lee C. Iijima,Comtesse Thérèse 2011 Sauvignon Blanc (North Fork of Long Island),85,28,170
Anna Lee C. Iijima,Comtesse Thérèse 2010 Rosé (North Fork of Long Island),87,16,87
Lauren Buzzeo,Comtesse Thérèse 2007 Russian Oak Chardonnay (North Fork of Long Island),84,20,84
Anna Lee C. Iijima,Comtesse Thérèse 2007 Canadian Oak Cabernet Sauvignon (North Fork of Long Island),87,28,87
Anna Lee C. Iijima,Comtesse Thérèse 2007 Aquebogue Estate Cabernet Sauvignon (North Fork of Long Island),88,25,88
Anna Lee C. Iijima,Comtesse Thérèse 2006 Château Reserve Merlot (North Fork of Long Island),87,30,87
Anna Lee C. Iijima,Comtesse Thérèse 2006 Aquebogue Estate Merlot (North Fork of Long Island),86,18,86
Anna Lee C. Iijima,Comtesse Thérèse 2005 Traditional Merlot (North Fork of Long Island),87,18,87
Anna Lee C. Iijima,Comtesse Thérèse 2005 First Harvest Merlot (North Fork of Long Island),86,18,86
Anna Lee C. Iijima,Comtesse Thérèse 2004 Château Reserve Merlot (North Fork of Long Island),86,30,86
Anna Lee C. Iijima,Coffee Pot Cellars 2014 Sauvignon Blanc (North Fork of Long Island),87,20,87
Anna Lee C. Iijima,Coffee Pot Cellars 2014 Meritage (North Fork of Long Island),89,26,89
Anna Lee C. Iijima,Coffee Pot Cellars 2014 Gewurztraminer (North Fork of Long Island),90,22,90
Anna Lee C. Iijima,Coffee Pot Cellars 2014 Chardonnay (North Fork of Long Island),87,20,87
Anna Lee C. Iijima,Coffee Pot Cellars 2014 Beasley's Blend Cabernet Franc-Merlot (North Fork of Long Island),90,22,90
Anna Lee C. Iijima,Coffee Pot Cellars 2013 Meritage (North Fork of Long Island),88,26,176
Anna Lee C. Iijima,Coffee Pot Cellars 2010 Sauvignon Blanc (North Fork of Long Island),86,18,86
Anna Lee C. Iijima,Coffee Pot Cellars 2010 Meritage (North Fork of Long Island),85,26,85
Anna Lee C. Iijima,Coffee Pot Cellars 2010 Chardonnay (North Fork of Long Island),87,16,87
Anna Lee C. Iijima,Coffee Pot Cellars 2008 Merlot (North Fork of Long Island),87,18,87
Anna Lee C. Iijima,Clovis Point 2014 Chardonnay (North Fork of Long Island),87,21,87
Anna Lee C. Iijima,Clovis Point 2014 Black Label Chardonnay (North Fork of Long Island),88,25,88
Anna Lee C. Iijima,Clovis Point 2013 Vintner's Select Merlot (North Fork of Long Island),89,45,89
Anna Lee C. Iijima,Clovis Point 2013 Merlot (North Fork of Long Island),87,29,87
Anna Lee C. Iijima,Clovis Point 2013 Malbec (North Fork of Long Island),88,34,88
Anna Lee C. Iijima,Clovis Point 2013 Archeology Red (North Fork of Long Island),88,65,88
Anna Lee C. Iijima,Clovis Point 2007 Archeology Red (North Fork of Long Island),87,60,87
Lauren Buzzeo,Christiano Family 2006 Reserve Chardonnay (North Fork of Long Island),86,16,86
,Christiano Family 2005 Reserve Merlot (North Fork of Long Island),86,22,86
Joe Czerwinski,Channing Perrine 1999 Mudd Vineyard Fleur de Terre Merlot (North Fork of Long Island),83,16,83
Joe Czerwinski,Channing Perrine 1998 Oregon Road Riesling (Long Island),83,13,83
Joe Czerwinski,Channing Perrine 1998 Mudd Vineyard Cabernet Sauvignon (Long Island),82,19,82
Anna Lee C. Iijima,Channing Daughters 2014 Rosato (Long Island),90,20,180
Anna Lee C. Iijima,Channing Daughters 2014 Pétillant Naturel Rosato Sparkling (Long Island),89,26,89
Anna Lee C. Iijima,Channing Daughters 2014 Mudd Vineyard Sauvignon Blanc (Long Island),90,20,180
Anna Lee C. Iijima,Channing Daughters 2013 Sylvanus White (Long Island),90,24,90
Anna Lee C. Iijima,Channing Daughters 2013 Pinot Grigio (Long Island),89,20,89
Anna Lee C. Iijima,Channing Daughters 2013 Mosaico White (Long Island),91,29,91
Anna Lee C. Iijima,Channing Daughters 2012 Ramato Pinot Grigio (Long Island),91,24,91
Anna Lee C. Iijima,"Channing Daughters 2011 Rosato Refosco Home Farm Vineyard Rosé (The Hamptons, Long Island)",88,20,88
Anna Lee C. Iijima,Channing Daughters 2011 Rosato Merlot Mudd Vineyard Rosé (North Fork of Long Island),90,18,90
Anna Lee C. Iijima,Channing Daughters 2011 Rosato Cabernet Sauvignon Mudd Vineyard Rosé (North Fork of Long Island),88,18,88
Anna Lee C. Iijima,Channing Daughters 2011 Ramato Pinot Grigio (Long Island),89,24,89
Anna Lee C. Iijima,"Channing Daughters 2010 Sylvanus White (The Hamptons, Long Island)",90,24,90
Anna Lee C. Iijima,Channing Daughters 2010 Pinot Grigio (Long Island),88,20,88
Anna Lee C. Iijima,Channing Daughters 2010 Mudd West Vineyard Blaufränkisch (North Fork of Long Island),90,27,90
Anna Lee C. Iijima,Channing Daughters 2009 Meditazione White (Long Island),91,40,91
Anna Lee C. Iijima,Channing Daughters 2009 Envelope White (Long Island),90,42,180
,"Channing Daughters 2006 Tocai Friulano (The Hamptons, Long Island)",88,24,88
Joe Czerwinski,Channing Daughters 1999 Scuttlehole Chardonnay (Long Island),84,13,84
Joe Czerwinski,Channing Daughters 1999 Fresh Red Red (Long Island),84,15,84
Joe Czerwinski,Channing Daughters 1998 Sculpture Garden Merlot (Long Island),83,19,83
Joe Czerwinski,Castello di Borghese NV Petit Chateau Red (North Fork of Long Island),83,10,83
Joe Czerwinski,Castello di Borghese NV Fleurette Pinot Noir (North Fork of Long Island),83,10,83
Joe Czerwinski,Castello di Borghese NV Chardonette White (North Fork of Long Island),83,7,83
Anna Lee C. Iijima,Castello di Borghese 2010 Cabernet Franc (North Fork of Long Island),84,30,168
Anna Lee C. Iijima,Castello di Borghese 2007 Reserve Cabernet Sauvignon (North Fork of Long Island),84,42,84
Anna Lee C. Iijima,Castello di Borghese 2007 Pinot Noir (North Fork of Long Island),85,30,85
Anna Lee C. Iijima,Castello di Borghese 2007 Cabernet Franc (North Fork of Long Island),85,25,170
Anna Lee C. Iijima,Castello di Borghese 2006 Merlot (North Fork of Long Island),85,20,170
Anna Lee C. Iijima,Castello di Borghese 2006 Meritage Red Table Wine Meritage (North Fork of Long Island),85,60,85
,Castello di Borghese 2006 Founder's Field Reserve Sauvignon Blanc (North Fork of Long Island),84,26,84
Joe Czerwinski,Castello di Borghese 1999 Hargrave Vineyard Pinot Blanc (North Fork of Long Island),82,10,82
Joe Czerwinski,Castello di Borghese 1998 Hargrave Vineyard Pinot Noir (North Fork of Long Island),84,35,84
Joe Czerwinski,Castello di Borghese 1998 Hargrave Vineyard Merlot (North Fork of Long Island),82,18,82
Joe Czerwinski,Castello di Borghese 1998 Hargrave  Vineyard Chardonnay (North Fork of Long Island),82,14,82
Anna Lee C. Iijima,Brooklyn Oenology 2014 Pinot Gris (North Fork of Long Island),87,22,87
Anna Lee C. Iijima,Brooklyn Oenology 2014 Persistence Red (North Fork of Long Island),90,40,90
Anna Lee C. Iijima,Brooklyn Oenology 2014 As If Serendipity White (North Fork of Long Island),87,45,87
Anna Lee C. Iijima,Brooklyn Oenology 2012 Motley Cru Red (North Fork of Long Island),88,35,176
Anna Lee C. Iijima,Brooklyn Oenology 2009 Chardonnay (North Fork of Long Island),84,17,84
Susan Kostrzewa,Brooklyn Oenology 2006 Social Club Red Red (North Fork of Long Island),84,15,84
Anna Lee C. Iijima,Bouquet 2014 Sauvignon Blanc (North Fork of Long Island),87,18,87
Anna Lee C. Iijima,Bouquet 2012 Cabernet Franc (North Fork of Long Island),86,22,86
Anna Lee C. Iijima,Bouké 2014 Rosé (North Fork of Long Island),87,16,87
Susan Kostrzewa,Bouké 2007 Red Table Wine Red (North Fork of Long Island),87,21,87
Anna Lee C. Iijima,Benmarl 2013 Merlot (North Fork of Long Island),89,20,89
Anna Lee C. Iijima,Benmarl 2012 Barrel Fermented Chardonnay (North Fork of Long Island),84,17,84
Anna Lee C. Iijima,Bedell 2016 Taste Rosé (North Fork of Long Island),86,25,86
Anna Lee C. Iijima,Bedell 2016 Sparkling Rosé Sparkling (North Fork of Long Island),90,45,180
Anna Lee C. Iijima,Bedell 2015 Viognier (North Fork of Long Island),89,40,89
Anna Lee C. Iijima,Bedell 2015 Taste White (North Fork of Long Island),88,50,88
Anna Lee C. Iijima,Bedell 2015 Taste Rosé (North Fork of Long Island),88,25,88
Anna Lee C. Iijima,Bedell 2015 Sparkling Rosé Sparkling (North Fork of Long Island),90,45,180
Anna Lee C. Iijima,Bedell 2015 Sauvignon Blanc (North Fork of Long Island),87,35,87
Anna Lee C. Iijima,Bedell 2015 Chardonnay (North Fork of Long Island),87,35,87
Anna Lee C. Iijima,Bedell 2014 Viognier (North Fork of Long Island),85,40,85
Anna Lee C. Iijima,Bedell 2014 Taste Rosé (North Fork of Long Island),89,25,89
Anna Lee C. Iijima,Bedell 2014 Malbec (North Fork of Long Island),89,50,178
Anna Lee C. Iijima,Bedell 2014 Gewürztraminer (North Fork of Long Island),87,40,87
Anna Lee C. Iijima,Bedell 2014 First Crush Merlot-Cabernet Franc (North Fork of Long Island),89,30,89
Anna Lee C. Iijima,Bedell 2014 Chardonnay (North Fork of Long Island),87,35,87
Anna Lee C. Iijima,Bedell 2014 Cabernet Franc (North Fork of Long Island),90,45,90
Anna Lee C. Iijima,Bedell 2013 Viognier (North Fork of Long Island),87,40,87
Anna Lee C. Iijima,Bedell 2013 Taste Red (North Fork of Long Island),87,70,87
Anna Lee C. Iijima,Bedell 2013 Sparkling Rosé Sparkling (North Fork of Long Island),88,45,88
Anna Lee C. Iijima,Bedell 2013 Sauvignon Blanc (North Fork of Long Island),89,40,89
Anna Lee C. Iijima,Bedell 2013 Merlot (North Fork of Long Island),88,35,88
Anna Lee C. Iijima,Bedell 2013 Malbec (North Fork of Long Island),89,50,89
Anna Lee C. Iijima,Bedell 2013 Gewürztraminer (North Fork of Long Island),85,40,85
Anna Lee C. Iijima,Bedell 2013 Gallery White (North Fork of Long Island),87,60,87
Anna Lee C. Iijima,Bedell 2013 First Crush Merlot-Cabernet Franc (North Fork of Long Island),88,30,88
Anna Lee C. Iijima,Bedell 2013 Chardonnay (North Fork of Long Island),88,30,88
Anna Lee C. Iijima,Bedell 2013 Cabernet Franc (North Fork of Long Island),89,40,89
Anna Lee C. Iijima,Bedell 2012 Taste White (North Fork of Long Island),87,30,87
Anna Lee C. Iijima,Bedell 2012 Taste Red (North Fork of Long Island),87,70,87
